,bathrooms,bedrooms,hometype,latitude,longitude,price,lotAreaValue
309,2,3.0,CONDO,43.684994,-79.2754,929900,
310,3,2.0,CONDO,43.724197,-79.41689,2099000,
311,1,2.0,CONDO,43.646156,-79.376274,749900,
312,1,2.0,CONDO,43.695786,-79.553154,440000,
313,1,1.0,CONDO,43.64905,-79.386154,1080000,
314,2,2.0,CONDO,43.65034,-79.44442,839000,
315,2,3.0,CONDO,43.719334,-79.33631,699000,
316,1,1.0,CONDO,43.73276,-79.34566,609000,
317,2,2.0,CONDO,43.74993,-79.205,700000,
318,1,1.0,TOWNHOUSE,43.730694,-79.46565,549000,
319,2,2.0,CONDO,43.66873,-79.38949,2349000,
320,1,2.0,CONDO,43.64172,-79.3815,649999,
321,2,2.0,CONDO,43.702187,-79.44082,684900,
322,1,2.0,CONDO,43.6693,-79.38417,779000,
323,1,2.0,TOWNHOUSE,43.763767,-79.49828,619000,
324,1,2.0,CONDO,43.64265,-79.37733,599000,
325,3,2.0,CONDO,43.64978,-79.38044,2789000,
326,2,3.0,CONDO,43.665268,-79.341034,869000,
327,4,3.0,SINGLE_FAMILY,43.659397,-79.5076,2495000,
328,2,4.0,SINGLE_FAMILY,43.64974,-79.47648,1799000,
329,3,4.0,SINGLE_FAMILY,43.657536,-79.53466,2399900,
330,3,4.0,SINGLE_FAMILY,43.598938,-79.52675,1299900,
331,4,5.0,SINGLE_FAMILY,43.72672,-79.520386,1399900,
332,2,3.0,SINGLE_FAMILY,43.660812,-79.33608,1395000,
333,2,4.0,SINGLE_FAMILY,43.746273,-79.23604,959000,
334,3,3.0,TOWNHOUSE,43.66264,-79.33202,1228000,
335,3,4.0,SINGLE_FAMILY,43.801487,-79.259865,1050000,
336,5,9.0,SINGLE_FAMILY,43.67723,-79.403305,2995000,
337,3,4.0,TOWNHOUSE,43.808556,-79.18043,999000,
338,2,4.0,SINGLE_FAMILY,43.688103,-79.55136,1049000,
339,4,5.0,SINGLE_FAMILY,43.81147,-79.28379,1179000,
340,2,7.0,SINGLE_FAMILY,43.70201,-79.2846,1489000,
341,5,8.0,SINGLE_FAMILY,43.825497,-79.29668,1369900,
342,4,4.0,SINGLE_FAMILY,43.688313,-79.37179,2528000,
343,3,4.0,SINGLE_FAMILY,43.764812,-79.36684,1199000,
344,3,6.0,SINGLE_FAMILY,43.792667,-79.41252,1888000,
345,4,6.0,SINGLE_FAMILY,43.68407,-79.28165,3279000,
346,2,5.0,SINGLE_FAMILY,43.75114,-79.23136,1299000,
347,2,3.0,SINGLE_FAMILY,43.70495,-79.38079,1739000,
348,2,4.0,TOWNHOUSE,43.65647,-79.35991,1350000,
349,2,2.0,CONDO,43.651646,-79.36944,925000,
350,3,3.0,TOWNHOUSE,43.713596,-79.38909,1888000,
351,2,4.0,SINGLE_FAMILY,43.73991,-79.54102,1149900,4062.5
352,2,3.0,CONDO,43.743717,-79.24567,635900,
353,2,3.0,SINGLE_FAMILY,43.67673,-79.46253,859000,2112.25
354,1,3.0,TOWNHOUSE,43.664448,-79.36113,1200000,1210.17
355,4,6.0,SINGLE_FAMILY,43.79156,-79.15889,1600000,0.40418250688705204
356,2,3.0,CONDO,43.65524,-79.39033,1139000,
357,3,4.0,SINGLE_FAMILY,43.769127,-79.24017,1125000,6908.97
358,4,5.0,SINGLE_FAMILY,43.73126,-79.431656,1998000,3250.0
359,2,2.0,CONDO,43.687927,-79.38919,1399000,
360,1,1.0,CONDO,43.655136,-79.40002,735000,
361,2,3.0,CONDO,43.646446,-79.52575,725000,
362,1,1.0,CONDO,43.72241,-79.43166,525000,
363,3,4.0,SINGLE_FAMILY,43.62908,-79.57277,1799000,7200.0
364,1,1.0,CONDO,43.70953,-79.398224,545000,
365,2,3.0,SINGLE_FAMILY,43.746403,-79.22459,999000,5236.0
366,1,1.0,CONDO,43.67174,-79.3878,677888,
367,2,4.0,SINGLE_FAMILY,43.75994,-79.41539,1699000,5505.5
368,2,4.0,SINGLE_FAMILY,43.668896,-79.34528,1650000,1728.0
369,1,1.0,CONDO,43.645775,-79.38968,699900,
370,2,2.0,CONDO,43.65927,-79.38492,929900,
371,4,3.0,CONDO,43.64494,-79.36367,3850000,
372,2,3.0,SINGLE_FAMILY,43.66986,-79.466194,899000,2084.4
373,4,3.0,SINGLE_FAMILY,43.665363,-79.41672,1788800,2483.2
374,9,9.0,SINGLE_FAMILY,43.798695,-79.41378,2998000,6125.0
375,3,5.0,SINGLE_FAMILY,43.735394,-79.537544,1299000,5690.1355
376,2,2.0,CONDO,43.684093,-79.51673,649000,
377,2,4.0,SINGLE_FAMILY,43.651413,-79.44835,1599000,2100.0
378,2,3.0,TOWNHOUSE,43.809937,-79.35899,599900,
379,1,1.0,CONDO,43.673553,-79.46187,532000,
380,1,0.0,CONDO,43.641426,-79.401215,450000,
381,0,,CONDO,43.647274,-79.39084,39888,
382,2,3.0,SINGLE_FAMILY,43.755356,-79.52199,1088888,3610.5069
383,2,3.0,SINGLE_FAMILY,43.736763,-79.296875,988000,
384,4,5.0,SINGLE_FAMILY,43.66181,-79.35134,1289000,
385,4,6.0,SINGLE_FAMILY,43.79159,-79.1743,1598900,
386,2,4.0,SINGLE_FAMILY,43.717995,-79.394775,3300000,
387,2,3.0,CONDO,43.68591,-79.274124,849900,
388,1,1.0,CONDO,43.65101,-79.36793,579000,
389,4,4.0,SINGLE_FAMILY,43.700405,-79.437355,2280000,5258.0
390,2,2.0,CONDO,43.641968,-79.412926,829900,
391,2,3.0,CONDO,43.706524,-79.39202,1118000,
392,1,2.0,CONDO,43.773167,-79.41544,649000,
393,2,3.0,CONDO,43.795806999999996,-79.32518,699900,
394,2,3.0,CONDO,43.643063,-79.42813,939000,
395,3,3.0,TOWNHOUSE,43.79325,-79.237206,799000,
396,1,1.0,CONDO,43.66767,-79.38642,779000,
397,2,3.0,CONDO,43.652805,-79.35539,899000,
398,1,1.0,CONDO,43.80687,-79.265305,515000,
399,4,3.0,TOWNHOUSE,43.692413,-79.50682,790000,
400,1,1.0,CONDO,43.66509,-79.459694,739000,
401,2,2.0,CONDO,43.71481,-79.47988,670000,
402,2,1.0,TOWNHOUSE,43.700756,-79.44387,529900,
403,2,3.0,CONDO,43.640057,-79.58135,639000,
404,2,2.0,CONDO,43.69245,-79.468414,630000,
405,1,2.0,CONDO,43.735962,-79.48376,590000,
406,2,2.0,CONDO,43.75108,-79.46573,619900,
407,2,2.0,CONDO,43.76141,-79.409805,948800,
408,1,2.0,CONDO,43.65278,-79.369026,1079000,
409,2,2.0,CONDO,43.69676,-79.39179,875000,
410,4,4.0,CONDO,43.67126,-79.393906,3300000,
411,2,3.0,CONDO,43.732384,-79.44663,899000,
412,4,3.0,TOWNHOUSE,43.688377,-79.38971,2149000,
413,1,1.0,CONDO,43.648014,-79.39689,649999,
414,2,2.0,CONDO,43.643288,-79.42779,749000,
415,3,2.0,TOWNHOUSE,43.71162,-79.395515,1450000,
416,1,1.0,CONDO,43.6632,-79.37777,629900,
417,1,2.0,CONDO,43.73276,-79.34566,498000,
418,2,2.0,CONDO,43.645428,-79.391075,869900,
419,2,2.0,CONDO,43.63531,-79.402084,1198000,
420,1,2.0,CONDO,43.70308,-79.252716,539900,
421,2,2.0,CONDO,43.772743,-79.45219,739000,
422,2,2.0,CONDO,43.643555,-79.37401,1598000,
423,2,3.0,CONDO,43.64738,-79.387276,1719000,
424,2,3.0,CONDO,43.64172,-79.3815,799000,
425,1,2.0,CONDO,43.779747,-79.418144,694900,
426,0,,CONDO,43.7146,-79.35439,54800,
427,2,2.0,CONDO,43.6883,-79.397095,1085000,
428,2,2.0,CONDO,43.674786,-79.38513,998000,
429,1,0.0,CONDO,43.657494,-79.374374,459000,
430,2,2.0,CONDO,43.651222,-79.36712,949900,
431,2,1.0,CONDO,43.643948,-79.401474,1049000,
432,1,1.0,CONDO,43.661007,-79.36035,649900,
433,1,1.0,CONDO,43.64505,-79.398834,599000,
434,2,2.0,CONDO,43.639698,-79.40651,809900,
435,1,2.0,CONDO,43.747856,-79.28626,550000,
436,1,1.0,CONDO,43.777615,-79.414,599000,
437,3,2.0,CONDO,43.64905,-79.386154,1849000,
438,1,2.0,CONDO,43.64292,-79.40184,899000,
439,4,8.0,MULTI_FAMILY,43.63757,-79.48588,2595000,
440,4,4.0,SINGLE_FAMILY,43.681297,-79.52684,2450000,
441,2,3.0,SINGLE_FAMILY,43.7687,-79.25147,1038800,
442,3,4.0,SINGLE_FAMILY,43.693005,-79.261986,979000,
443,2,4.0,SINGLE_FAMILY,43.75559,-79.31153,1149900,
444,7,6.0,SINGLE_FAMILY,43.759075,-79.39205,6799000,
445,3,4.0,SINGLE_FAMILY,43.80539,-79.168335,934900,
446,3,4.0,SINGLE_FAMILY,43.675976,-79.54946,1898000,
447,3,4.0,SINGLE_FAMILY,43.605984,-79.55118,1249000,
448,3,3.0,SINGLE_FAMILY,43.781143,-79.40023,2198000,
449,5,4.0,SINGLE_FAMILY,43.66978,-79.5177,4798000,
450,4,4.0,TOWNHOUSE,43.704197,-79.49978,1109900,
451,3,4.0,SINGLE_FAMILY,43.653107,-79.415146,2250000,
452,7,6.0,SINGLE_FAMILY,43.761864,-79.42034,3099888,
453,4,4.0,SINGLE_FAMILY,43.646248,-79.41659,2799999,
454,5,4.0,SINGLE_FAMILY,43.7417,-79.40071,5888000,
455,1,1.0,CONDO,43.73428,-79.53438,488888,
456,2,2.0,CONDO,43.656857,-79.38367,799900,
457,1,1.0,CONDO,43.64769,-79.39331,619900,
458,1,1.0,CONDO,43.67533,-79.397125,849900,
459,2,2.0,CONDO,43.74014,-79.34547,899000,
460,1,2.0,CONDO,43.775215,-79.413345,679000,
461,3,6.0,SINGLE_FAMILY,43.665577,-79.32544,849000,1850.0
462,2,3.0,SINGLE_FAMILY,43.7247,-79.49769,1288800,7703.0
463,1,0.0,CONDO,43.63698,-79.406075,439999,
464,2,3.0,SINGLE_FAMILY,43.745815,-79.561554,1250000,9452.61
465,1,0.0,CONDO,43.66059,-79.359344,499900,
466,3,2.0,SINGLE_FAMILY,43.69186,-79.44077,850000,1711.6
467,1,2.0,CONDO,43.76661,-79.373535,649990,
468,5,4.0,SINGLE_FAMILY,43.741356,-79.413956,2595000,5163.2508
469,2,2.0,CONDO,43.702187,-79.44082,699998,
470,1,2.0,CONDO,43.64738,-79.387276,955000,
471,3,3.0,CONDO,43.678986,-79.39806,3300000,
472,3,3.0,TOWNHOUSE,43.677265,-79.40615,1924900,
473,2,3.0,SINGLE_FAMILY,43.80805,-79.350464,965000,3600.0
474,1,2.0,CONDO,43.63423,-79.54093,579900,
475,2,2.0,CONDO,43.64943,-79.38841,849000,
476,6,5.0,SINGLE_FAMILY,43.78944,-79.408646,3288800,5117.66
477,1,2.0,CONDO,43.645107,-79.36929,829900,
478,2,2.0,CONDO,43.672985,-79.38703,799000,
479,2,4.0,SINGLE_FAMILY,43.714138,-79.49493,1599000,6364.2744
480,1,1.0,CONDO,43.71481,-79.47988,459999,
481,6,5.0,SINGLE_FAMILY,43.789326,-79.408585,2998000,5110.58
482,1,0.0,CONDO,43.66178,-79.38422,469900,
483,2,2.0,CONDO,43.69597,-79.395775,805000,
484,3,4.0,SINGLE_FAMILY,43.737877,-79.522995,1048880,
485,2,4.0,SINGLE_FAMILY,43.770267,-79.52974,799000,
486,2,3.0,SINGLE_FAMILY,43.596233,-79.50438,1149000,
487,2,3.0,SINGLE_FAMILY,43.620358,-79.497055,1200000,
488,2,3.0,SINGLE_FAMILY,43.679466,-79.4311,1889000,
489,2,4.0,SINGLE_FAMILY,43.680775,-79.32455,1099990,
490,4,5.0,SINGLE_FAMILY,43.80635,-79.33062,1338000,
491,2,3.0,SINGLE_FAMILY,43.644413,-79.48697,2699999,
492,2,3.0,SINGLE_FAMILY,43.786373,-79.40787,1799000,
493,3,5.0,SINGLE_FAMILY,43.79156,-79.372185,1499000,
494,7,5.0,SINGLE_FAMILY,43.777596,-79.39175,4998000,
495,5,5.0,SINGLE_FAMILY,43.727974,-79.41665,3088000,
496,3,3.0,SINGLE_FAMILY,43.686718,-79.43766,798000,
497,2,3.0,SINGLE_FAMILY,43.693207,-79.263245,849900,
498,5,5.0,SINGLE_FAMILY,43.707516,-79.42787,3099000,
499,2,4.0,SINGLE_FAMILY,43.691284,-79.29244,974900,
500,8,6.0,SINGLE_FAMILY,43.74462,-79.37635,12288000,
501,5,5.0,SINGLE_FAMILY,43.705814,-79.38669,2899000,
502,8,6.0,SINGLE_FAMILY,43.722034,-79.39092,10995000,
503,4,5.0,SINGLE_FAMILY,43.79179,-79.243034,888900,
504,5,5.0,SINGLE_FAMILY,43.70881,-79.4367,3374000,
505,3,4.0,SINGLE_FAMILY,43.6752,-79.3342,1390000,
506,1,2.0,CONDO,43.673553,-79.46187,670000,
507,2,2.0,CONDO,43.622257,-79.48256,749900,
508,1,1.0,CONDO,43.624577,-79.511604,495000,
509,2,2.0,CONDO,43.642693,-79.52742,899900,
510,2,3.0,TOWNHOUSE,43.693073,-79.50668,668000,
511,2,3.0,CONDO,43.673553,-79.46187,997000,
512,1,2.0,CONDO,43.673553,-79.46187,599000,
513,1,2.0,CONDO,43.75065,-79.46419,610000,
514,1,1.0,CONDO,43.601597,-79.510155,499000,
515,1,2.0,CONDO,43.77321,-79.345795,599900,
516,1,2.0,CONDO,43.655304,-79.35375,749000,
517,2,2.0,CONDO,43.732384,-79.44663,639999,
518,2,3.0,CONDO,43.63637,-79.40276,1499000,
519,1,2.0,CONDO,43.64172,-79.3815,669000,
520,2,2.0,CONDO,43.645107,-79.36929,598800,
521,2,2.0,CONDO,43.64769,-79.39331,899900,
522,2,3.0,TOWNHOUSE,43.770107,-79.34006,799900,
523,3,5.0,CONDO,43.67403,-79.39047,2298000,
524,1,2.0,CONDO,43.664238,-79.37554,649000,
525,1,2.0,APARTMENT,43.67919,-79.42541,565000,
526,1,1.0,CONDO,43.652588,-79.36769,619900,
527,1,2.0,CONDO,43.66551,-79.383026,749000,
528,1,1.0,CONDO,43.651863,-79.37601,598000,
529,2,2.0,CONDO,43.783382,-79.29487,498888,
530,2,3.0,CONDO,43.72507,-79.328705,829999,
531,1,2.0,CONDO,43.665413,-79.387115,659900,
532,2,2.0,CONDO,43.67324,-79.38986,1195000,
533,3,3.0,CONDO,43.671684,-79.389565,5999000,
534,1,2.0,CONDO,43.640495,-79.38081,725000,
535,1,2.0,CONDO,43.710766,-79.39435,679000,
536,1,2.0,CONDO,43.646927,-79.374695,814900,
537,1,2.0,CONDO,43.650448,-79.38771,699000,
538,1,2.0,CONDO,43.768616,-79.38807,679000,
539,2,3.0,TOWNHOUSE,43.7675,-79.28777,788880,
540,3,4.0,TOWNHOUSE,43.752384,-79.452415,1148800,
541,2,2.0,CONDO,43.686592,-79.40046,1719000,
542,1,2.0,CONDO,43.74287,-79.21185,599000,
543,1,2.0,CONDO,43.640995,-79.39457,588000,
544,2,3.0,CONDO,43.64172,-79.3815,768000,
545,3,3.0,CONDO,43.64905,-79.386154,2388800,
546,1,2.0,CONDO,43.621655,-79.483185,769800,
547,1,1.0,CONDO,43.71077,-79.33384,459900,
548,2,2.0,CONDO,43.656857,-79.38367,748888,
549,2,3.0,CONDO,43.65033,-79.453415,2099000,
550,1,2.0,CONDO,43.70943,-79.36473,635000,
551,1,2.0,CONDO,43.666687,-79.37489,649990,
552,1,1.0,CONDO,43.70028,-79.42781,578000,
553,2,2.0,SINGLE_FAMILY,43.688927,-79.43747,849900,1995.3192
554,4,3.0,TOWNHOUSE,43.602257,-79.544044,1099000,2610.8736
555,2,3.0,CONDO,43.78688,-79.41689,720000,
556,4,4.0,SINGLE_FAMILY,43.669407,-79.32387,1649900,2850.0
557,3,4.0,SINGLE_FAMILY,43.663,-79.326485,3697000,2842.5
558,3,3.0,SINGLE_FAMILY,43.757183,-79.413956,2050000,6501.3985
559,1,1.0,CONDO,43.690178,-79.402245,999000,
560,2,2.0,CONDO,43.62394,-79.48845,817500,
561,1,2.0,TOWNHOUSE,43.671852,-79.40222,749900,
562,2,3.0,CONDO,43.800713,-79.31704,910000,
563,2,2.0,CONDO,43.64896,-79.39258,809000,
564,4,3.0,SINGLE_FAMILY,43.707184,-79.40274,2499000,3070.6875
565,4,4.0,SINGLE_FAMILY,43.70497,-79.39401,1399000,2961.6
566,1,2.0,CONDO,43.65655,-79.35748,759000,
567,2,3.0,SINGLE_FAMILY,43.657425,-79.423096,1679000,2072.0007
568,2,1.0,CONDO,43.70114,-79.37362,994900,
569,2,5.0,TOWNHOUSE,43.81143,-79.27817,729000,
570,3,4.0,TOWNHOUSE,43.7789,-79.28349,889000,
571,1,2.0,CONDO,43.64171,-79.371704,859000,
572,3,4.0,SINGLE_FAMILY,43.70521,-79.4824,1235000,
573,2,3.0,CONDO,43.65572,-79.45745,1257990,
574,2,3.0,CONDO,43.768585,-79.38143,1049000,
575,2,2.0,CONDO,43.77653,-79.412445,888000,
576,2,3.0,CONDO,43.8078,-79.265396,635000,
577,2,2.0,CONDO,43.76028,-79.41113,699900,
578,1,2.0,CONDO,43.763954,-79.40698,725000,
579,1,2.0,CONDO,43.620712,-79.48328,719900,
580,2,2.0,CONDO,43.78188,-79.24639,599900,
581,8,8.0,SINGLE_FAMILY,43.663578,-79.56141,2499000,
582,1,1.0,CONDO,43.76005,-79.40747,648888,
583,1,1.0,CONDO,43.722935,-79.41387,674900,
584,2,2.0,CONDO,43.763954,-79.40698,919000,
585,2,2.0,CONDO,43.776325,-79.41403,799000,
586,1,2.0,CONDO,43.674294,-79.45835,674900,
587,1,2.0,CONDO,43.77634,-79.3169,570000,
588,1,2.0,CONDO,43.63836,-79.39866,599000,
589,2,2.0,CONDO,43.652763,-79.36657,749000,
590,1,1.0,CONDO,43.621624,-79.52248,485000,
591,1,1.0,CONDO,43.719334,-79.33631,554900,
592,1,2.0,CONDO,43.70606,-79.397766,649000,
593,1,2.0,CONDO,43.76661,-79.373535,680000,
594,1,2.0,CONDO,43.788223,-79.39043,599000,
595,1,1.0,CONDO,43.67654,-79.40561,578000,
596,2,3.0,CONDO,43.645805,-79.39205,880000,
597,2,2.0,CONDO,43.687073,-79.30597,929000,
598,2,4.0,SINGLE_FAMILY,43.6802,-79.562035,975000,3614.875
599,2,2.0,CONDO,43.672985,-79.38703,995500,
600,1,2.0,CONDO,43.64552,-79.36875,649900,
601,2,2.0,CONDO,43.77858,-79.28117,629800,
602,2,2.0,CONDO,43.651676,-79.37693,1210000,
603,2,2.0,CONDO,43.76432,-79.41373,1098888,
604,3,3.0,CONDO,43.696514,-79.395454,1048000,
605,2,2.0,CONDO,43.75829,-79.586395,524900,
606,2,1.0,CONDO,43.6693,-79.38417,720000,
607,0,,LOT,43.722893,-79.24544,799000,
608,2,2.0,CONDO,43.687073,-79.30597,599999,
609,1,1.0,CONDO,43.638775,-79.41631,579900,
610,2,4.0,CONDO,43.655865,-79.5706,639900,
611,2,3.0,CONDO,43.64172,-79.3815,909000,
612,2,3.0,CONDO,43.703022,-79.39582,899000,
613,2,2.0,CONDO,43.646015,-79.394066,739999,
614,2,4.0,SINGLE_FAMILY,43.614063,-79.49536,1075000,5337.5
